id_commande,date,id_client,categorie,produit,quantite,prix_unitaire,remise,montant,canal,region,paiement
CMD105536,2024-05-03,CLI00062,Beauté,Palette maquillage,2,34.9,0.0,69.8,Application mobile,Hauts-de-France,Carte bancaire
CMD102731,2024-05-03,CLI00619,Mode,T-shirt coton bio,1,19.9,0.2,15.92,Application mobile,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD101726,2024-05-03,CLI01935,Maison,Set de couverts,1,44.9,0.2,35.92,Site web,Île-de-France,Carte bancaire
CMD105340,2024-05-03,CLI01369,Maison,Plaid polaire,2,24.9,0.0,49.8,Site web,Occitanie,Carte bancaire
CMD104430,2024-05-03,CLI00818,Livres,Livre de cuisine,2,24.9,0.0,49.8,Site web,Occitanie,Carte bancaire
CMD100918,2024-05-03,CLI01335,Mode,Écharpe laine,1,29.9,0.1,26.91,Site web,Bretagne,PayPal
CMD104765,2024-05-03,CLI00681,Maison,Set de couverts,4,44.9,0.0,179.6,Site web,Nouvelle-Aquitaine,PayPal
CMD105329,2024-05-03,CLI00076,Beauté,Sérum visage,1,29.9,0.2,23.92,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD105574,2024-05-03,CLI00608,Beauté,Parfum 50ml,2,59.0,0.0,118.0,Application mobile,Occitanie,PayPal
CMD102876,2024-05-03,CLI00474,Maison,Diffuseur d'huiles,3,39.9,0.0,119.7,Application mobile,Hauts-de-France,PayPal
CMD104598,2024-05-03,CLI00654,Mode,Sneakers,3,89.0,0.0,267.0,Site web,Île-de-France,Carte bancaire
CMD103076,2024-05-03,CLI01049,Électronique,Montre connectée,2,149.0,0.0,298.0,Marketplace,Hauts-de-France,Carte bancaire
CMD101198,2024-05-03,CLI00104,Maison,Cadre photo,1,14.9,0.1,13.41,Site web,Auvergne-Rhône-Alpes,PayPal
CMD100704,2024-05-03,CLI02051,Beauté,Palette maquillage,1,34.9,0.0,34.9,Marketplace,Île-de-France,Carte bancaire
CMD104780,2024-05-03,CLI02000,Sport,Tapis de yoga,2,29.9,0.0,59.8,Site web,Occitanie,PayPal
CMD104471,2024-05-03,CLI00069,Beauté,Crème hydratante,2,22.9,0.1,41.22,Application mobile,Île-de-France,Carte bancaire
CMD101214,2024-05-03,CLI01464,Électronique,Écouteurs sans fil,3,119.0,0.0,357.0,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD105307,2024-05-04,CLI01368,Maison,Cadre photo,4,14.9,0.1,53.64,Site web,Île-de-France,Carte bancaire
CMD103140,2024-05-04,CLI00570,Maison,Plaid polaire,2,24.9,0.1,44.82,Application mobile,Nouvelle-Aquitaine,PayPal
CMD101791,2024-05-04,CLI01711,Sport,Gourde isotherme,3,19.9,0.0,59.7,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD102126,2024-05-04,CLI01072,Maison,Set de couverts,1,44.9,0.2,35.92,Application mobile,Nouvelle-Aquitaine,Virement
CMD102219,2024-05-04,CLI01734,Mode,Écharpe laine,1,29.9,0.0,29.9,Marketplace,Île-de-France,PayPal
CMD103621,2024-05-04,CLI01944,Maison,Lampe de bureau LED,1,34.9,0.0,34.9,Application mobile,Occitanie,Virement
CMD102157,2024-05-04,CLI02185,Beauté,Sérum visage,3,29.9,0.0,89.7,Marketplace,Île-de-France,Carte bancaire
CMD101588,2024-05-04,CLI00511,Maison,Cadre photo,2,14.9,0.0,29.8,Application mobile,Auvergne-Rhône-Alpes,Virement
CMD101709,2024-05-04,CLI00535,Électronique,Enceinte portable,1,59.9,0.1,53.91,Application mobile,Île-de-France,PayPal
CMD100183,2024-05-04,CLI02151,Maison,Cadre photo,2,14.9,0.1,26.82,Marketplace,Bretagne,Carte bancaire
CMD104370,2024-05-04,CLI01076,Mode,Veste légère,1,69.9,0.0,69.9,Application mobile,Provence-Alpes-Côte d'Azur,PayPal
CMD100949,2024-05-04,CLI01321,Mode,Écharpe laine,3,29.9,0.1,80.73,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD103993,2024-05-04,CLI00012,Mode,Écharpe laine,2,29.9,0.0,59.8,Marketplace,Occitanie,Virement
CMD101498,2024-05-04,CLI00653,Beauté,Parfum 50ml,1,59.0,0.0,59.0,Application mobile,Île-de-France,Carte bancaire
CMD105865,2024-05-04,CLI01404,Électronique,Chargeur sans fil,2,24.9,0.2,39.84,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD100199,2024-05-04,CLI01442,Livres,BD édition limitée,2,29.9,0.0,59.8,Site web,Île-de-France,PayPal
CMD104611,2024-05-04,CLI01702,Beauté,Crème hydratante,1,22.9,0.0,22.9,Application mobile,Provence-Alpes-Côte d'Azur,PayPal
CMD100787,2024-05-04,CLI00321,Mode,T-shirt coton bio,2,19.9,0.2,31.84,Site web,Grand Est,PayPal
CMD105312,2024-05-05,CLI00056,Sport,Bandes élastiques,1,15.9,0.2,12.72,Site web,Île-de-France,PayPal
CMD101025,2024-05-05,CLI01936,Mode,Jean slim,1,49.9,0.2,39.92,Application mobile,Bretagne,PayPal
CMD104081,2024-05-05,CLI00489,Livres,BD édition limitée,2,29.9,0.2,47.84,Application mobile,Hauts-de-France,Carte bancaire
CMD100483,2024-05-05,CLI01289,Maison,Plaid polaire,2,24.9,0.0,49.8,Site web,Occitanie,Carte bancaire
CMD105983,2024-05-05,CLI01445,Mode,Jean slim,2,49.9,0.2,79.84,Application mobile,Nouvelle-Aquitaine,Carte bancaire
CMD102072,2024-05-05,CLI01639,Mode,Écharpe laine,1,29.9,0.1,26.91,Site web,Bretagne,Carte bancaire
CMD105526,2024-05-05,CLI01249,Livres,Roman best-seller,4,18.9,0.1,68.04,Application mobile,Occitanie,PayPal
CMD102966,2024-05-05,CLI00510,Sport,Gourde isotherme,2,19.9,0.0,39.8,Site web,Auvergne-Rhône-Alpes,Carte bancaire
CMD105242,2024-05-05,CLI00173,Maison,Diffuseur d'huiles,1,39.9,0.0,39.9,Site web,Auvergne-Rhône-Alpes,Carte bancaire
CMD102733,2024-05-05,CLI00928,Sport,Haltères 5kg,2,39.9,0.0,79.8,Application mobile,Île-de-France,PayPal
CMD103059,2024-05-05,CLI00447,Maison,Diffuseur d'huiles,1,39.9,0.1,35.91,Application mobile,Bretagne,Carte bancaire
CMD105397,2024-05-05,CLI01438,Sport,Gourde isotherme,3,19.9,0.2,47.76,Marketplace,Auvergne-Rhône-Alpes,PayPal
CMD104455,2024-05-05,CLI00654,Beauté,Sérum visage,2,29.9,0.1,53.82,Site web,Île-de-France,Carte bancaire
CMD100795,2024-05-05,CLI00688,Sport,Bandes élastiques,2,15.9,0.0,31.8,Application mobile,Nouvelle-Aquitaine,Virement
CMD100801,2024-05-05,CLI01245,Beauté,Palette maquillage,2,34.9,0.1,62.82,Site web,Hauts-de-France,Carte bancaire
CMD101714,2024-05-05,CLI01473,Mode,Jean slim,2,49.9,0.2,79.84,Application mobile,Île-de-France,Carte bancaire
CMD105159,2024-05-05,CLI01104,Maison,Cadre photo,2,14.9,0.0,29.8,Marketplace,Bretagne,Carte bancaire
CMD103252,2024-05-05,CLI00990,Beauté,Sérum visage,3,29.9,0.0,89.7,Application mobile,Île-de-France,PayPal
CMD104669,2024-05-06,CLI00613,Électronique,Enceinte portable,1,59.9,0.0,59.9,Site web,Nouvelle-Aquitaine,PayPal
CMD100751,2024-05-06,CLI01411,Mode,T-shirt coton bio,1,19.9,0.0,19.9,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD104605,2024-05-06,CLI00557,Livres,Livre de cuisine,1,24.9,0.0,24.9,Application mobile,Île-de-France,Carte bancaire
CMD104862,2024-05-06,CLI01458,Électronique,Écouteurs sans fil,1,119.0,0.2,95.2,Site web,Île-de-France,PayPal
CMD103851,2024-05-06,CLI00804,Électronique,Écouteurs sans fil,1,119.0,0.1,107.1,Marketplace,Auvergne-Rhône-Alpes,Carte bancaire
CMD101052,2024-05-06,CLI01962,Électronique,Enceinte portable,1,59.9,0.0,59.9,Application mobile,Hauts-de-France,Carte bancaire
CMD100819,2024-05-06,CLI01039,Beauté,Parfum 50ml,1,59.0,0.1,53.1,Marketplace,Grand Est,Carte bancaire
CMD104161,2024-05-06,CLI01261,Beauté,Palette maquillage,1,34.9,0.1,31.41,Site web,Grand Est,Virement
CMD105288,2024-05-06,CLI00333,Électronique,Chargeur sans fil,1,24.9,0.2,19.92,Site web,Île-de-France,PayPal
CMD100570,2024-05-06,CLI01151,Électronique,Écouteurs sans fil,2,119.0,0.0,238.0,Application mobile,Grand Est,PayPal
CMD100556,2024-05-06,CLI00680,Maison,Lampe de bureau LED,1,34.9,0.1,31.41,Site web,Île-de-France,Carte bancaire
CMD102078,2024-05-06,CLI01449,Mode,Veste légère,1,69.9,0.0,69.9,Site web,Provence-Alpes-Côte d'Azur,PayPal
CMD100107,2024-05-07,CLI01356,Sport,Haltères 5kg,1,39.9,0.0,39.9,Site web,Grand Est,Carte bancaire
CMD103672,2024-05-07,CLI01509,Livres,Livre de cuisine,2,24.9,0.2,39.84,Site web,Île-de-France,Carte bancaire
CMD105582,2024-05-07,CLI00340,Livres,BD édition limitée,1,29.9,0.0,29.9,Marketplace,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD103389,2024-05-07,CLI01632,Sport,Haltères 5kg,1,39.9,0.1,35.91,Site web,Grand Est,Carte bancaire
CMD105015,2024-05-07,CLI00670,Électronique,Casque audio Bluetooth,1,79.9,0.0,79.9,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD102237,2024-05-07,CLI01819,Maison,Set de couverts,2,44.9,0.1,80.82,Application mobile,Bretagne,Carte bancaire
CMD102087,2024-05-07,CLI00047,Beauté,Palette maquillage,1,34.9,0.0,34.9,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD105042,2024-05-07,CLI00491,Beauté,Parfum 50ml,1,59.0,0.2,47.2,Application mobile,Bretagne,PayPal
CMD103915,2024-05-07,CLI00438,Maison,Cadre photo,1,14.9,0.0,14.9,Application mobile,Occitanie,Carte bancaire
CMD100756,2024-05-07,CLI02178,Électronique,Chargeur sans fil,1,24.9,0.2,19.92,Marketplace,Île-de-France,Carte bancaire
CMD101369,2024-05-07,CLI00238,Électronique,Chargeur sans fil,2,24.9,0.2,39.84,Marketplace,Île-de-France,Carte bancaire
CMD103118,2024-05-07,CLI00421,Électronique,Chargeur sans fil,1,24.9,0.0,24.9,Application mobile,Île-de-France,PayPal
CMD101014,2024-05-07,CLI01580,Beauté,Palette maquillage,1,34.9,0.0,34.9,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD105369,2024-05-07,CLI01450,Sport,Gourde isotherme,1,19.9,0.0,19.9,Site web,Bretagne,PayPal
CMD104515,2024-05-07,CLI01915,Mode,Écharpe laine,2,29.9,0.0,59.8,Application mobile,Île-de-France,Carte bancaire
CMD102016,2024-05-07,CLI00252,Mode,Sneakers,1,89.0,0.0,89.0,Site web,Île-de-France,Carte bancaire
CMD101454,2024-05-07,CLI00561,Mode,Sneakers,1,89.0,0.2,71.2,Site web,Occitanie,PayPal
CMD103467,2024-05-07,CLI00867,Livres,BD édition limitée,1,29.9,0.2,23.92,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD105071,2024-05-07,CLI01737,Mode,Jean slim,1,49.9,0.0,49.9,Application mobile,Bretagne,Carte bancaire
CMD103761,2024-05-08,CLI01013,Électronique,Enceinte portable,4,59.9,0.0,239.6,Site web,Hauts-de-France,Carte bancaire
CMD101054,2024-05-08,CLI01102,Électronique,Casque audio Bluetooth,1,79.9,0.0,79.9,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD102483,2024-05-08,CLI01356,Électronique,Casque audio Bluetooth,1,79.9,0.2,63.92,Site web,Île-de-France,Carte bancaire
CMD103673,2024-05-08,CLI01989,Mode,Veste légère,1,69.9,0.2,55.92,Application mobile,Bretagne,Carte bancaire
CMD100444,2024-05-08,CLI01002,Électronique,Montre connectée,1,149.0,0.1,134.1,Application mobile,Grand Est,Carte bancaire
CMD100266,2024-05-08,CLI01078,Électronique,Chargeur sans fil,1,24.9,0.0,24.9,Site web,Auvergne-Rhône-Alpes,PayPal
CMD100664,2024-05-08,CLI01449,Livres,BD édition limitée,1,29.9,0.0,29.9,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD102955,2024-05-08,CLI01043,Maison,Set de couverts,1,44.9,0.0,44.9,Application mobile,Île-de-France,Carte bancaire
CMD102249,2024-05-08,CLI01024,Électronique,Écouteurs sans fil,1,119.0,0.0,119.0,Site web,Hauts-de-France,Carte bancaire
CMD104549,2024-05-08,CLI01155,Électronique,Montre connectée,1,149.0,0.1,134.1,Marketplace,Nouvelle-Aquitaine,PayPal
CMD105831,2024-05-08,CLI02184,Sport,Gourde isotherme,1,19.9,0.0,19.9,Marketplace,Auvergne-Rhône-Alpes,Carte bancaire
CMD103353,2024-05-08,CLI00779,Maison,Plaid polaire,2,24.9,0.1,44.82,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD102504,2024-05-08,CLI00271,Sport,Tapis de yoga,2,29.9,0.0,59.8,Application mobile,Nouvelle-Aquitaine,Carte bancaire
CMD105281,2024-05-08,CLI00074,Beauté,Sérum visage,3,29.9,0.2,71.76,Site web,Île-de-France,Virement
CMD105156,2024-05-08,CLI00283,Électronique,Casque audio Bluetooth,1,79.9,0.1,71.91,Site web,Provence-Alpes-Côte d'Azur,PayPal
CMD100075,2024-05-08,CLI01652,Maison,Cadre photo,4,14.9,0.1,53.64,Application mobile,Grand Est,PayPal
CMD105513,2024-05-08,CLI01226,Livres,Livre de cuisine,1,24.9,0.2,19.92,Application mobile,Bretagne,PayPal
CMD103922,2024-05-08,CLI00686,Livres,Livre de cuisine,1,24.9,0.0,24.9,Application mobile,Nouvelle-Aquitaine,Virement
CMD100318,2024-05-09,CLI00554,Mode,T-shirt coton bio,1,19.9,0.0,19.9,Application mobile,Bretagne,Carte bancaire
CMD105121,2024-05-09,CLI00644,Sport,Bandes élastiques,1,15.9,0.2,12.72,Marketplace,Grand Est,Carte bancaire
CMD100746,2024-05-09,CLI01232,Électronique,Chargeur sans fil,3,24.9,0.1,67.23,Site web,Auvergne-Rhône-Alpes,Carte bancaire
CMD101064,2024-05-09,CLI00331,Maison,Plaid polaire,1,24.9,0.0,24.9,Application mobile,Île-de-France,Carte bancaire
CMD104036,2024-05-09,CLI00066,Mode,T-shirt coton bio,1,19.9,0.0,19.9,Application mobile,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD104914,2024-05-09,CLI02098,Beauté,Crème hydratante,2,22.9,0.0,45.8,Site web,Île-de-France,Carte bancaire
CMD101294,2024-05-09,CLI01248,Électronique,Casque audio Bluetooth,1,79.9,0.2,63.92,Application mobile,Occitanie,PayPal
CMD104441,2024-05-09,CLI00270,Mode,Écharpe laine,3,29.9,0.0,89.7,Site web,Grand Est,Carte bancaire
CMD104278,2024-05-09,CLI01649,Électronique,Montre connectée,2,149.0,0.1,268.2,Marketplace,Auvergne-Rhône-Alpes,Carte bancaire
CMD103024,2024-05-09,CLI00006,Mode,T-shirt coton bio,2,19.9,0.2,31.84,Marketplace,Hauts-de-France,PayPal
CMD104056,2024-05-09,CLI02171,Mode,Écharpe laine,3,29.9,0.2,71.76,Site web,Auvergne-Rhône-Alpes,Carte bancaire
CMD101857,2024-05-09,CLI01124,Sport,Haltères 5kg,1,39.9,0.1,35.91,Site web,Auvergne-Rhône-Alpes,Carte bancaire
CMD103799,2024-05-09,CLI01091,Électronique,Enceinte portable,3,59.9,0.0,179.7,Application mobile,Grand Est,Carte bancaire
CMD100988,2024-05-09,CLI00217,Beauté,Palette maquillage,2,34.9,0.0,69.8,Site web,Provence-Alpes-Côte d'Azur,PayPal
CMD101529,2024-05-09,CLI01698,Maison,Set de couverts,2,44.9,0.0,89.8,Site web,Bretagne,PayPal
CMD105556,2024-05-09,CLI01228,Beauté,Sérum visage,3,29.9,0.0,89.7,Marketplace,Grand Est,PayPal
CMD102628,2024-05-09,CLI00115,Mode,Jean slim,2,49.9,0.0,99.8,Site web,Hauts-de-France,Carte bancaire
CMD102095,2024-05-09,CLI00551,Maison,Set de couverts,1,44.9,0.0,44.9,Application mobile,Île-de-France,Carte bancaire
CMD100592,2024-05-09,CLI00649,Sport,Tapis de yoga,2,29.9,0.0,59.8,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD104627,2024-05-09,CLI01279,Électronique,Écouteurs sans fil,1,119.0,0.0,119.0,Marketplace,Occitanie,Carte bancaire
CMD104883,2024-05-09,CLI00600,Mode,Sneakers,1,89.0,0.1,80.1,Application mobile,Île-de-France,PayPal
CMD100506,2024-05-09,CLI00352,Livres,Roman best-seller,2,18.9,0.1,34.02,Application mobile,Île-de-France,Carte bancaire
CMD103678,2024-05-09,CLI00824,Livres,Livre de cuisine,2,24.9,0.1,44.82,Site web,Hauts-de-France,Carte bancaire
CMD101324,2024-05-09,CLI00469,Beauté,Crème hydratante,2,22.9,0.0,45.8,Application mobile,Île-de-France,PayPal
CMD100262,2024-05-09,CLI00751,Électronique,Montre connectée,1,149.0,0.0,149.0,Application mobile,Bretagne,Carte bancaire
CMD102554,2024-05-10,CLI01441,Électronique,Chargeur sans fil,2,24.9,0.1,44.82,Site web,Île-de-France,Virement
CMD101287,2024-05-10,CLI00964,Électronique,Enceinte portable,4,59.9,0.0,239.6,Application mobile,Auvergne-Rhône-Alpes,Virement
CMD101352,2024-05-10,CLI02171,Électronique,Écouteurs sans fil,2,119.0,0.0,238.0,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD102293,2024-05-10,CLI01770,Électronique,Casque audio Bluetooth,3,79.9,0.1,215.73,Site web,Île-de-France,PayPal
CMD102294,2024-05-10,CLI01889,Électronique,Enceinte portable,1,59.9,0.0,59.9,Marketplace,Île-de-France,Carte bancaire
CMD103159,2024-05-10,CLI01818,Électronique,Enceinte portable,1,59.9,0.0,59.9,Site web,Île-de-France,PayPal
CMD102136,2024-05-10,CLI01027,Électronique,Écouteurs sans fil,2,119.0,0.2,190.4,Site web,Nouvelle-Aquitaine,PayPal
CMD105089,2024-05-10,CLI01886,Mode,Écharpe laine,2,29.9,0.0,59.8,Marketplace,Hauts-de-France,Carte bancaire
CMD104632,2024-05-10,CLI02183,Électronique,Chargeur sans fil,1,24.9,0.2,19.92,Site web,Grand Est,Carte bancaire
CMD102944,2024-05-10,CLI01500,Électronique,Casque audio Bluetooth,2,79.9,0.1,143.82,Application mobile,Occitanie,Carte bancaire
CMD103676,2024-05-10,CLI00124,Sport,Bandes élastiques,2,15.9,0.0,31.8,Application mobile,Grand Est,Carte bancaire
CMD101921,2024-05-10,CLI00533,Maison,Set de couverts,1,44.9,0.0,44.9,Site web,Île-de-France,PayPal
CMD100617,2024-05-10,CLI02110,Mode,Veste légère,1,69.9,0.0,69.9,Application mobile,Île-de-France,Carte bancaire
CMD105309,2024-05-10,CLI01433,Mode,T-shirt coton bio,3,19.9,0.0,59.7,Site web,Hauts-de-France,Carte bancaire
CMD102282,2024-05-10,CLI01920,Mode,Écharpe laine,2,29.9,0.0,59.8,Application mobile,Provence-Alpes-Côte d'Azur,PayPal
CMD103360,2024-05-11,CLI01740,Beauté,Palette maquillage,3,34.9,0.0,104.7,Application mobile,Île-de-France,Carte bancaire
CMD104985,2024-05-11,CLI00344,Électronique,Casque audio Bluetooth,1,79.9,0.0,79.9,Application mobile,Occitanie,PayPal
CMD102371,2024-05-11,CLI00123,Électronique,Enceinte portable,1,59.9,0.1,53.91,Site web,Auvergne-Rhône-Alpes,PayPal
CMD103569,2024-05-11,CLI00752,Livres,BD édition limitée,1,29.9,0.0,29.9,Site web,Occitanie,Carte bancaire
CMD100657,2024-05-11,CLI01122,Électronique,Montre connectée,2,149.0,0.0,298.0,Application mobile,Île-de-France,PayPal
CMD101581,2024-05-11,CLI01195,Mode,Jean slim,1,49.9,0.0,49.9,Site web,Auvergne-Rhône-Alpes,Carte bancaire
CMD105923,2024-05-11,CLI01090,Électronique,Écouteurs sans fil,1,119.0,0.0,119.0,Marketplace,Bretagne,Carte bancaire
CMD100822,2024-05-11,CLI00488,Beauté,Sérum visage,1,29.9,0.0,29.9,Application mobile,Occitanie,Carte bancaire
CMD102763,2024-05-11,CLI00563,Beauté,Crème hydratante,1,22.9,0.2,18.32,Application mobile,Île-de-France,Carte bancaire
CMD104614,2024-05-12,CLI00462,Livres,BD édition limitée,1,29.9,0.2,23.92,Marketplace,Auvergne-Rhône-Alpes,Virement
CMD101353,2024-05-12,CLI01771,Beauté,Crème hydratante,2,22.9,0.1,41.22,Site web,Occitanie,PayPal
CMD105197,2024-05-12,CLI01870,Beauté,Sérum visage,1,29.9,0.1,26.91,Site web,Occitanie,PayPal
CMD100930,2024-05-12,CLI00290,Mode,T-shirt coton bio,2,19.9,0.0,39.8,Marketplace,Auvergne-Rhône-Alpes,PayPal
CMD105062,2024-05-12,CLI00606,Sport,Haltères 5kg,2,39.9,0.0,79.8,Site web,Île-de-France,PayPal
CMD105319,2024-05-12,CLI01287,Livres,BD édition limitée,4,29.9,0.1,107.64,Site web,Île-de-France,Carte bancaire
CMD103654,2024-05-12,CLI00159,Mode,Veste légère,1,69.9,0.0,69.9,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD104716,2024-05-12,CLI01050,Mode,Veste légère,1,69.9,0.0,69.9,Site web,Grand Est,Carte bancaire
CMD103554,2024-05-12,CLI00359,Électronique,Enceinte portable,2,59.9,0.0,119.8,Site web,Grand Est,PayPal
CMD103826,2024-05-12,CLI00636,Livres,Livre de cuisine,1,24.9,0.0,24.9,Site web,Occitanie,PayPal
CMD103509,2024-05-12,CLI00496,Beauté,Parfum 50ml,1,59.0,0.0,59.0,Site web,Occitanie,Carte bancaire
CMD103220,2024-05-12,CLI00134,Beauté,Crème hydratante,1,22.9,0.2,18.32,Site web,Grand Est,Virement
CMD104893,2024-05-12,CLI00669,Sport,Haltères 5kg,1,39.9,0.0,39.9,Site web,Auvergne-Rhône-Alpes,Virement
CMD102120,2024-05-12,CLI01422,Sport,Haltères 5kg,1,39.9,0.0,39.9,Marketplace,Île-de-France,PayPal
CMD105841,2024-05-12,CLI00243,Sport,Tapis de yoga,1,29.9,0.0,29.9,Application mobile,Provence-Alpes-Côte d'Azur,PayPal
CMD103839,2024-05-12,CLI00381,Électronique,Casque audio Bluetooth,2,79.9,0.2,127.84,Site web,Île-de-France,Carte bancaire
CMD104259,2024-05-12,CLI00636,Sport,Haltères 5kg,2,39.9,0.0,79.8,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD103463,2024-05-12,CLI01874,Électronique,Casque audio Bluetooth,1,79.9,0.0,79.9,Application mobile,Île-de-France,Virement
CMD104702,2024-05-12,CLI00744,Beauté,Crème hydratante,1,22.9,0.2,18.32,Site web,Île-de-France,Carte bancaire
CMD103421,2024-05-12,CLI01360,Sport,Gourde isotherme,1,19.9,0.0,19.9,Site web,Auvergne-Rhône-Alpes,Carte bancaire
CMD101778,2024-05-12,CLI01908,Électronique,Casque audio Bluetooth,1,79.9,0.0,79.9,Marketplace,Hauts-de-France,Virement
CMD104083,2024-05-12,CLI01079,Mode,Veste légère,3,69.9,0.0,209.7,Application mobile,Île-de-France,Carte bancaire
CMD100529,2024-05-13,CLI01086,Électronique,Chargeur sans fil,1,24.9,0.0,24.9,Marketplace,Île-de-France,Carte bancaire
CMD100660,2024-05-13,CLI01864,Électronique,Montre connectée,4,149.0,0.0,596.0,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD100397,2024-05-13,CLI01342,Mode,Sneakers,1,89.0,0.2,71.2,Site web,Île-de-France,Carte bancaire
CMD105130,2024-05-13,CLI00851,Beauté,Sérum visage,3,29.9,0.1,80.73,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD104866,2024-05-13,CLI00524,Électronique,Chargeur sans fil,1,24.9,0.0,24.9,Marketplace,Hauts-de-France,Carte bancaire
CMD103964,2024-05-13,CLI00692,Mode,Veste légère,1,69.9,0.1,62.91,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD103696,2024-05-13,CLI00982,Sport,Tapis de yoga,4,29.9,0.0,119.6,Site web,Île-de-France,Carte bancaire
CMD104922,2024-05-13,CLI01635,Beauté,Palette maquillage,2,34.9,0.0,69.8,Site web,Auvergne-Rhône-Alpes,PayPal
CMD102011,2024-05-13,CLI01358,Électronique,Écouteurs sans fil,1,119.0,0.1,107.1,Site web,Auvergne-Rhône-Alpes,Carte bancaire
CMD101646,2024-05-13,CLI00191,Beauté,Sérum visage,2,29.9,0.0,59.8,Application mobile,Provence-Alpes-Côte d'Azur,PayPal
CMD103331,2024-05-13,CLI01915,Beauté,Parfum 50ml,2,59.0,0.0,118.0,Application mobile,Occitanie,Carte bancaire
CMD103365,2024-05-13,CLI01060,Sport,Gourde isotherme,3,19.9,0.0,59.7,Application mobile,Auvergne-Rhône-Alpes,PayPal
CMD102837,2024-05-13,CLI00088,Électronique,Casque audio Bluetooth,1,79.9,0.0,79.9,Marketplace,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD103572,2024-05-13,CLI00808,Beauté,Sérum visage,1,29.9,0.2,23.92,Site web,Hauts-de-France,Carte bancaire
CMD100792,2024-05-13,CLI01861,Mode,Veste légère,1,69.9,0.0,69.9,Marketplace,Occitanie,PayPal
CMD100614,2024-05-13,CLI00387,Maison,Cadre photo,1,14.9,0.0,14.9,Marketplace,Île-de-France,Virement
CMD103552,2024-05-13,CLI00132,Sport,Haltères 5kg,2,39.9,0.2,63.84,Application mobile,Hauts-de-France,PayPal
CMD103748,2024-05-13,CLI00061,Beauté,Parfum 50ml,1,59.0,0.0,59.0,Site web,Nouvelle-Aquitaine,Virement
CMD103686,2024-05-13,CLI01199,Sport,Haltères 5kg,4,39.9,0.0,159.6,Application mobile,Occitanie,PayPal
CMD101846,2024-05-13,CLI01450,Beauté,Sérum visage,2,29.9,0.1,53.82,Site web,Provence-Alpes-Côte d'Azur,PayPal
CMD100224,2024-05-13,CLI00506,Sport,Tapis de yoga,1,29.9,0.0,29.9,Application mobile,Occitanie,Carte bancaire
CMD103278,2024-05-14,CLI00601,Livres,Roman best-seller,3,18.9,0.1,51.03,Site web,Hauts-de-France,Carte bancaire
CMD104630,2024-05-14,CLI01152,Livres,Livre de cuisine,1,24.9,0.2,19.92,Site web,Occitanie,Virement
CMD102040,2024-05-14,CLI02089,Beauté,Palette maquillage,2,34.9,0.0,69.8,Site web,Île-de-France,PayPal
CMD104648,2024-05-14,CLI01035,Beauté,Palette maquillage,3,34.9,0.2,83.76,Site web,Grand Est,Carte bancaire
CMD100463,2024-05-14,CLI00490,Sport,Haltères 5kg,1,39.9,0.0,39.9,Site web,Auvergne-Rhône-Alpes,Carte bancaire
CMD101884,2024-05-14,CLI01393,Beauté,Crème hydratante,1,22.9,0.0,22.9,Application mobile,Bretagne,PayPal
CMD102032,2024-05-14,CLI00645,Livres,BD édition limitée,1,29.9,0.0,29.9,Application mobile,Auvergne-Rhône-Alpes,PayPal
CMD103817,2024-05-14,CLI00657,Sport,Gourde isotherme,1,19.9,0.2,15.92,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD101605,2024-05-14,CLI01717,Beauté,Palette maquillage,2,34.9,0.0,69.8,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD100406,2024-05-14,CLI02120,Mode,Sneakers,1,89.0,0.2,71.2,Site web,Île-de-France,PayPal
CMD104972,2024-05-14,CLI01668,Électronique,Montre connectée,3,149.0,0.1,402.3,Application mobile,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD104725,2024-05-14,CLI01728,Sport,Bandes élastiques,1,15.9,0.2,12.72,Application mobile,Île-de-France,PayPal
